MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,4.61512051684126,9.210840247017833,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(5.0, 7.0]",1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,Rec,5.2832037287379885,BLQ,5.846438775057725,975,1516,GasA,TA,Y,SBrkr,7.324489979348532,0,No Feature,7.324489979348532,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1964.0,RFn,2,472,TA,TA,Y,0.0,0.0,0.0,No Feature,5.030437921392435,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2009,WD,Normal,12.025755079404917
20,RL,4.330733340286331,8.971575439759016,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.919980925828125,TA,TA,CBlock,TA,TA,No,Rec,6.35088571671474,Unf,0.0,572,1144,GasA,Gd,Y,SBrkr,7.0431599159883405,0,No Feature,7.0431599159883405,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1961.0,Unf,2,456,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,9,2008,WD,Normal,11.849047640327147
20,RL,4.110873864173311,9.169622538697624,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.093569770045136,Unf,0.0,625,1067,GasA,TA,Y,SBrkr,6.97354301952014,0,No Feature,6.97354301952014,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Min2,"(-0.001, 1.0]",NoFirePlace,Attchd,1996.0,Unf,2,436,TA,TA,Y,5.673323267171493,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2010,WD,Normal,11.759793355371237
30,RM,4.51085950651685,8.999742789830492,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1948,1973,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,5.82600010738045,Unf,0.0,1221,1559,GasA,Gd,Y,SBrkr,7.352441100243583,0,No Feature,7.352441100243583,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Min2,"(-0.001, 1.0]",NoFirePlace,Detchd,1948.0,Unf,2,812,TA,TA,Y,0.0,4.762173934797756,5.442417710521793,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,6,2007,COD,Normal,11.941462360646149
160,RM,3.091042453358316,7.427144133408616,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,"(5.0, 6.0]","(0.999, 5.0]",1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.0689042022202315,TA,TA,CBlock,TA,TA,No,BLQ,5.802118375377063,Unf,0.0,153,483,GasA,TA,Y,SBrkr,6.182084906716632,504,No Feature,6.895682697747868,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1973.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2008,WD,Normal,11.51293546492023
20,RL,4.330733340286331,9.161780181360806,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1995,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1099,1099,GasA,Ex,Y,SBrkr,7.003065458786462,0,No Feature,7.003065458786462,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1999.0,Unf,1,352,TA,TA,Y,5.631211781821365,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,Normal,11.87757552297847
50,RL,4.2626798770413155,9.373139262281274,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1946,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.8664680569332965,Unf,0.0,416,768,GasA,Ex,Y,SBrkr,6.645090969505644,432,No Feature,7.0909098220799835,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1946.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2008,WD,Normal,11.779136168550774
70,RH,4.28496492183075,9.405578154036684,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(7.0, 9.0]",1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,5.056245805348308,Unf,0.0,516,672,GasA,TA,N,SBrkr,6.698268054115413,672,No Feature,7.301822342137932,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Fa,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1934.0,Unf,1,400,TA,TA,P,0.0,0.0,5.541263545158426,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2008,WD,Normal,11.849404844423074
70,RM,4.110873864173311,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,"(0.999, 5.0]","(7.0, 9.0]",1904,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,650,650,GasA,Gd,Y,SBrkr,6.8658910748834385,581,No Feature,7.3395376954076745,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,4.2626798770413155,4.3694478524670215,4.23410650459726,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,Normal,11.967187086434018
80,RL,4.418840607796598,9.107310471656639,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.214935757608986,TA,TA,CBlock,TA,TA,Gd,Rec,5.746203190540153,ALQ,6.29156913955832,276,1127,GasA,TA,Y,SBrkr,7.061334366910438,0,No Feature,7.061334366910438,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0.0,4.867534450455582,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,5,2008,WD,Normal,12.071975378543236
90,RL,4.394449154672439,8.987321812850125,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,"(0.999, 5.0]","(0.999, 5.0]",1961,1961,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1800,1800,GasA,Ex,N,SBrkr,7.496097345175956,0,No Feature,7.496097345175956,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2007,WD,Normal,11.856522261533737
50,RM,4.61512051684126,9.446676517076376,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(7.0, 9.0]",1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876,876,GasA,Gd,Y,SBrkr,6.776506992372183,540,No Feature,7.256297239690681,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,6.037870919922137,0.0,5.272999558563747,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,Normal,11.944064817531656
85,RL,4.546834608975128,9.720045368073471,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,"(0.999, 5.0]","(0.999, 5.0]",1975,1981,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,7.237778191923443,Unf,0.0,0,1390,GasA,TA,Y,SBrkr,7.43955930913332,0,No Feature,7.43955930913332,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Min2,"(1.0, 3.0]",TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2007,WD,Normal,12.049424683420915
60,RL,4.330733340286331,9.139703292376742,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.927253685157205,Gd,TA,PConc,Gd,TA,No,ALQ,6.2422232654551655,Unf,0.0,227,740,GasA,Ex,Y,SBrkr,6.914730892718563,769,No Feature,7.4821189235521155,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,5.459585514144159,4.290459441148391,5.262690188904886,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2009,WD,Normal,12.269052139516223
20,RL,3.6109179126442243,9.650142492488797,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.133398042996649,Unf,0.0,404,864,GasA,Ex,Y,SBrkr,6.762729506931879,0,No Feature,6.762729506931879,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Normal,11.80186424743109
50,RL,4.330733340286331,10.727684925086583,Pave,NoAlley,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(7.0, 9.0]",1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907,907,GasA,TA,Y,SBrkr,7.176254532017144,1051,No Feature,7.765993079407675,"(-0.001, 1.0]","(-0.001, 2.0]","(2.0, 3.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,6.18826412308259,3.713572066704308,0.0,No Feature,5.170483995038151,No Feature,NoPool,NoFence,NoFeature,No Feature,9,2008,WD,Normal,12.388398368982115
80,RL,4.394449154672439,9.169622538697624,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,5.8888779583328805,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,528,528,GasA,Ex,Y,SBrkr,6.9985096422506015,761,No Feature,7.526178913346146,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,4.736198448394496,4.61512051684126,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2007,WD,Normal,12.138869243416009
120,RM,3.6109179126442243,8.397508348470257,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,"(5.0, 6.0]","(0.999, 5.0]",2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,Gd,TA,PConc,Gd,TA,Av,GLQ,6.492239835020471,Unf,0.0,189,848,GasA,Ex,Y,SBrkr,6.744059186311348,0,No Feature,6.744059186311348,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2003.0,Fin,2,420,TA,TA,Y,4.948759890378168,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2007,WD,Normal,11.78676973513378
120,RL,4.1845914400698785,8.069968149059841,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1273,1273,GasA,Ex,Y,SBrkr,7.284134806195205,0,No Feature,7.284134806195205,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,4.969813299576001,3.044522437723423,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2006,WD,Normal,12.278397958261774
75,RL,3.9889840465642745,8.871926251117628,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,"(6.0, 7.0]","(0.999, 5.0]",1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,5.8998973535824915,Unf,0.0,554,918,GasA,Gd,Y,SBrkr,6.823286122355687,728,No Feature,7.4067107301776405,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(1.0, 3.0]",Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,No Feature,4.844187086458591,No Feature,NoPool,MnPrv,NoFeature,No Feature,8,2007,WD,Normal,12.00762780434872
80,RL,4.28128506487235,9.400630098419315,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,4.7535901911063645,TA,Gd,CBlock,TA,TA,Gd,Rec,6.336825731146441,Unf,0.0,563,1127,GasA,TA,Y,SBrkr,7.27655640271871,0,No Feature,7.27655640271871,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,5.198497031265826,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,8,2009,WD,Normal,11.970356641102999
20,RL,4.634728988229636,9.793728488543389,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,5.726847747587197,Rec,6.990256500493881,372,1763,GasA,TA,Y,SBrkr,7.484368643286131,0,No Feature,7.484368643286131,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0.0,6.037870919922137,0.0,No Feature,5.746203190540153,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2006,WD,Abnorml,12.04355959836804
20,RL,4.127134385045092,8.838986793496787,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(7.0, 9.0]",1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,6.492239835020471,Unf,0.0,381,1040,GasA,Ex,Y,SBrkr,6.947937068614969,0,No Feature,6.947937068614969,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1962.0,Unf,1,260,TA,TA,Y,0.0,4.653960350157523,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,11.751950239425476
80,RL,4.355853760369858,9.30301070681749,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,6.226536669287466,LwQ,6.077642243349034,0,940,GasA,TA,Y,SBrkr,6.934397209928558,0,No Feature,6.934397209928558,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0.0,0.0,3.5553480614894135,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,10,2008,WD,Normal,11.898194668458823
60,RL,4.189654742026425,9.002824076547672,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",1994,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702,702,GasA,Gd,Y,SBrkr,6.555356891810665,779,No Feature,7.301147805856032,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0.0,3.6109179126442243,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2009,WD,Normal,12.066816325306588
20,RL,4.394449154672439,9.249657234353133,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.247024072160486,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1090,1090,GasA,TA,Y,SBrkr,7.223295679562314,0,No Feature,7.223295679562314,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,6,2009,WD,Family,11.931642378754141
60,RL,4.409155302062135,9.308374112247549,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,"(5.0, 6.0]","(5.0, 7.0]",1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.3981627015177525,TA,TA,CBlock,TA,TA,Mn,BLQ,6.429719478039138,Unf,0.0,435,1054,GasA,TA,Y,SBrkr,7.321849713788356,1142,No Feature,7.884199933676039,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0.0,4.189654742026425,0.0,No Feature,5.407171771460119,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2006,WD,Normal,12.429220196836383
50,RL,4.02535169073515,8.941545475242885,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,"(6.0, 7.0]","(7.0, 9.0]",1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912,912,GasA,Gd,Y,SBrkr,6.816735880594968,514,No Feature,7.2633296174768365,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0.0,5.484796933490655,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,6,2007,WD,Normal,12.154521423145216
190,RL,4.330733340286331,9.360999248261296,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,"(0.999, 5.0]","(0.999, 5.0]",1965,1965,Hip,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,6.7357800142423265,Unf,0.0,198,1039,GasA,Ex,Y,SBrkr,6.946975992135418,0,No Feature,6.946975992135418,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1965.0,Unf,2,504,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,11.78676973513378
20,RL,4.406719247264253,9.177093778182547,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1984,1985,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.82600010738045,Unf,0.0,702,1040,GasA,TA,Y,SBrkr,7.001245622069476,0,No Feature,7.001245622069476,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1986.0,Unf,2,480,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,5,2010,WD,Normal,11.931642378754141
20,RL,4.2626798770413155,8.978660489639687,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,7.046647277848756,Unf,0.0,0,1148,GasA,TA,Y,SBrkr,7.046647277848756,0,No Feature,7.046647277848756,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1959.0,Unf,1,672,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,7,2009,WD,Normal,11.794345471549745
