MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotalBsmtSF_1stFlrSF_PC,2ndFlrSF_GrLivArea_PC,LotArea_LotFrontage_PC
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,35,0,0,0,NoPool,NoFence,WD,Normal,213000,415.57064807638335,-346.9924037574587,-0.04659165757101924
190,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,,0.0,Fa,Fa,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,Fa,N,SBrkr,0,2,0,3,2,Fa,7,Mod,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,0,0,0,NoPool,NoFence,WD,Normal,55000,-1057.4298969196893,373.00734886643994,-0.4033023433991172
20,RL,NoAlley,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,GasA,TA,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,48,0,0,0,NoPool,NoFence,WD,Normal,302000,585.5707373266382,-346.9922994010068,2.3820345606308955
120,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,38,0,0,0,NoPool,NoFence,WD,Normal,254000,266.5706074741804,-346.99246146300754,-0.4843297243654625
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,400,TA,TA,Y,100,24,0,0,0,NoPool,NoFence,New,Partial,179540,-329.42963474644944,381.00749334433505,-0.018835405644544778
20,RL,NoAlley,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,1966.0,Unf,1,408,TA,TA,Y,0,0,0,0,0,NoPool,MnPrv,WD,Abnorml,109900,-181.42953630070292,-346.99265443494926,-0.22784628735716872
30,RL,NoAlley,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,GasA,Gd,Y,SBrkr,0,1,0,2,1,TA,5,Maj2,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,0,0,0,NoPool,NoFence,WD,Normal,52000,-787.429561102866,-346.99276320790943,-0.7755263956655742
50,C (all),Pave,Reg,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,GasA,Gd,Y,SBrkr,0,1,0,2,1,TA,7,Typ,0,NoFirePlace,Detchd,1964.0,RFn,1,384,TA,TA,N,68,0,98,0,0,NoPool,NoFence,WD,Abnorml,102776,-198.42956236654697,-27.99256142387395,-0.04206092028409891
120,RL,NoAlley,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,GasA,Gd,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,120,0,0,0,NoPool,NoFence,WD,Normal,189000,170.57058032128475,-346.99249953353626,-0.8238043724199837
190,RL,NoAlley,Reg,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,GasW,TA,N,SBrkr,1,1,0,3,1,TA,6,Typ,0,NoFirePlace,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,288,0,0,0,NoPool,NoFence,WD,Normal,129000,-97.42951579718772,-346.99262404424746,0.023421766627976126
60,RL,NoAlley,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,44,0,0,0,NoPool,NoFence,WD,Normal,130500,-332.4296365953296,407.0074979415701,0.3329048488453843
20,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,GasA,TA,Y,SBrkr,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,NoPool,MnPrv,WD,Normal,165000,6.570659803571971,-346.9924516266385,0.16976896904238004
70,RM,Grvl,Reg,Bnk,Inside,OldTown,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,GasA,Ex,Y,SBrkr,0,1,1,3,1,TA,8,Typ,0,NoFirePlace,Detchd,1996.0,Unf,2,704,TA,TA,P,0,48,143,0,0,NoPool,NoFence,WD,Normal,159500,-339.4291978910742,631.0077456240031,0.1023771732687706
20,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,GasA,Gd,Y,SBrkr,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,0,0,0,0,NoPool,MnPrv,WD,Normal,157000,118.57056516524403,-346.99252055727055,0.16941745474584202
60,RL,NoAlley,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,GasA,Ex,Y,SBrkr,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,154,216,0,0,NoPool,NoFence,WD,Normal,341000,253.57060996812834,746.0077032045667,0.30151293614846075
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,GasA,TA,Y,SBrkr,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,128500,-86.42951112708135,-346.9926182832268,0.09299567013085586
120,RL,NoAlley,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,GasA,TA,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,28,234,0,0,NoPool,NoFence,WD,Normal,275000,684.5706956421791,-346.99232267116815,-0.27316747522003837
120,RM,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,1,1,0,1,1,Gd,3,Typ,0,NoFirePlace,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,0,0,0,0,NoPool,NoFence,WD,Normal,143000,-209.4295678781848,-346.9926867675007,-0.7379870716080266
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,GasA,Ex,Y,SBrkr,0,1,0,3,1,TA,5,Typ,0,NoFirePlace,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,124500,-193.42955989190943,-346.99267731698103,-0.0764175450297877
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,GasA,Ex,Y,SBrkr,0,2,0,4,1,TA,7,Typ,0,NoFirePlace,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,0,0,156,0,NoPool,NoFence,WD,Normal,135000,-116.42949146305307,126.00753085254024,-0.1429373913664822
20,RL,NoAlley,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,GasA,Ex,Y,SBrkr,1,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,64,0,0,0,NoPool,NoFence,WD,Normal,320000,640.5706882199061,-346.992335613108,0.45335017829373747
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,0,1,0,3,1,Gd,5,Typ,0,NoFirePlace,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,0,0,0,0,NoPool,NoFence,WD,Normal,120500,-193.42955989190943,-346.99267731698103,-0.28417043379879203
20,RL,NoAlley,IR1,Lvl,Corner,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,44,0,0,0,NoPool,NoFence,WD,Normal,222000,-177.42918764005117,-346.992341004412,0.8520106651193036
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,6,Typ,0,NoFirePlace,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,0,0,0,0,NoPool,NoFence,WD,Normal,194500,174.5705815178519,-346.9924978887623,-0.21034405290038372
90,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,1,2,0,4,2,TA,9,Typ,0,NoFirePlace,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,25,0,0,0,NoPool,NoFence,COD,Abnorml,110000,526.5707316786072,-346.9923128924108,0.31892853154401557
30,RM,Grvl,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,0,1,0,2,1,TA,5,Typ,0,NoFirePlace,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,23,112,0,0,NoPool,NoFence,WD,Normal,103000,-277.4295570590119,-346.9925078385422,-0.4470411956272642
120,RL,NoAlley,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,152,0,0,0,NoPool,NoFence,WD,Normal,236500,537.570676703195,-346.99236065238523,-0.7097510712757966
80,RL,NoAlley,IR1,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,22,0,0,0,NoPool,NoFence,WD,Normal,187500,-189.4294013525365,-346.9925344856817,0.08963634757883554
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,84,0,0,0,NoPool,NoFence,WD,Normal,222500,95.57055673458285,531.0076425038726,0.2547284335825779
20,RL,NoAlley,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,1,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,0,0,0,0,NoPool,GdWo,WD,Normal,131400,-193.4294017005859,-346.9925353690655,0.16941745474584202
20,RL,NoAlley,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,NoPool,NoFence,WD,Family,108000,-109.4295209762065,-346.9926304046925,-0.01987523412528347
75,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,341,0,0,0,NoPool,NoFence,WD,Normal,163000,-177.42955209867057,541.0075710633173,0.1023771732687706
90,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,,0.0,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,Gd,N,FuseF,0,2,0,2,2,TA,6,Typ,0,NoFirePlace,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,93500,-1057.4293179488363,-346.99258356884786,-0.10377342305467785
60,RL,NoAlley,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,116,0,0,0,NoPool,NoFence,WD,Normal,239900,-164.42954087855333,553.007578881588,0.15982297101193055
90,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,3,3,0,3,1,TA,5,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,120,0,0,0,0,NoPool,NoFence,WD,Alloca,179000,142.57057177578395,-346.9925111990774,0.1023771732687706
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,56,0,0,0,NoPool,NoFence,WD,Normal,190000,-193.42955989190943,517.0075625610009,0.00948388327548777
70,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,0,2,0,2,1,TA,7,Typ,0,NoFirePlace,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,0,112,0,0,NoPool,GdPrv,WD,Abnorml,132000,-793.4295307887406,317.007493135963,-0.0012482821947124023
20,RL,NoAlley,IR1,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,1,1,0,3,1,Gd,5,Typ,0,NoFirePlace,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,NoPool,GdPrv,WD,Normal,142000,-145.42953706387516,-346.992649980102,-0.27134516175719803
20,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,0,2,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,55,0,0,0,NoPool,GdPrv,WD,Normal,179000,291.5706140408108,-346.9924520014469,-0.07607083024632288
80,RL,NoAlley,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,0,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,0,100,0,NoPool,NoFence,WD,Normal,175000,-537.4292079450476,-346.99241062100464,0.3298836527610316
120,RL,NoAlley,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,0,70,0,0,NoPool,NoFence,WD,Normal,180000,279.57061091341916,-346.99245652093015,-0.6855878006214162
60,RL,NoAlley,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,0,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,204,0,0,0,NoPool,NoFence,WD,Normal,299800,84.57056913762744,1193.0077045586045,0.09600254348755577
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,54,0,0,0,NoPool,NoFence,WD,Normal,236000,-105.42950290494457,929.0076446735518,0.0018000490339122877
70,RM,Pave,IR1,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,181,0,386,0,0,NoPool,NoFence,WD,Normal,265979,182.57061913351617,973.0077185681596,0.21023484635985312
20,RL,NoAlley,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,56,154,0,0,NoPool,NoFence,WD,Normal,260400,662.5706919771369,-346.99232910077694,0.07749609611121855
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,Wall,TA,N,FuseF,0,2,0,4,1,TA,9,Mod,0,NoFirePlace,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,185,0,0,NoPool,NoFence,WD,Normal,98000,-1057.4292925202208,94.00755485763972,-0.20328508349329333
50,RM,Grvl,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,1,0,3,1,TA,7,Min2,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,160,0,0,0,NoPool,NoFence,WD,Normal,96500,-481.42956309352996,1.0074182777793226,-0.11843888664383861
60,RL,NoAlley,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,48,0,0,0,NoPool,NoFence,WD,Normal,162000,-397.4296791640727,313.0074524550011,-0.08761748503973088
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,27,0,0,0,NoPool,NoFence,WD,Normal,217000,421.57065090768333,-346.9924003602731,0.09359174501482137
60,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,GasA,Gd,Y,SBrkr,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,52,0,0,0,NoPool,NoFence,WD,Normal,275500,-27.429482912295725,713.0076356088277,0.19028323129134428
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,GasA,Gd,Y,SBrkr,1,1,0,3,1,Gd,5,Typ,0,NoFirePlace,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,0,0,0,NoPool,NoFence,WD,Normal,156000,-31.429488828922103,-346.9925904224367,-0.16165728754451436
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,GasA,Gd,Y,SBrkr,0,2,1,3,1,TA,6,Typ,0,NoFirePlace,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,0,0,0,NoPool,NoFence,WD,Normal,172500,-328.42962417503236,382.00749840075895,-1.2234880653870626
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,0,0,0,NoPool,NoFence,WD,Normal,212000,-191.42955890734402,555.0075692697985,0.15840647061664903
60,RL,NoAlley,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,GasA,TA,Y,SBrkr,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,NoPool,GdPrv,WD,Abnorml,158900,-385.4296709243051,367.0074702154412,0.2873212084488177
